date,region.ce.braslovče,region.ce.celje,region.ce.gornji_grad,region.ce.kozje,region.ce.laško,region.ce.luče,region.ce.mozirje,region.ce.nazarje,region.ce.podčetrtek,region.ce.polzela,region.ce.prebold,region.ce.rečica_ob_savinji,region.ce.rogaška_slatina,region.ce.slovenske_konjice,region.ce.velenje,region.ce.vojnik,region.ce.vransko,region.ce.zreče,region.ce.šentjur,region.ce.šmarje_pri_jelšah,region.ce.šmartno_ob_paki,region.ce.šoštanj,region.ce.štore,region.ce.žalec,region.kk.brežice,region.kk.krško,region.kk.radeče,region.kk.sevnica,region.kp.divača,region.kp.izola,region.kp.koper,region.kp.piran,region.kr.bled,region.kr.bohinj,region.kr.cerklje_na_gorenjskem,region.kr.gorenja_vas-poljane,region.kr.gorje,region.kr.jesenice,region.kr.kranj,region.kr.kranjska_gora,region.kr.naklo,region.kr.preddvor,region.kr.radovljica,region.kr.tržič,region.kr.šenčur,region.kr.škofja_loka,region.kr.železniki,region.kr.žirovnica,region.lj.borovnica,region.lj.brezovica,region.lj.dobrepolje,region.lj.dobrova-polhov_gradec,region.lj.dol_pri_ljubljani,region.lj.domžale,region.lj.grosuplje,region.lj.horjul,region.lj.ivančna_gorica,region.lj.kamnik,region.lj.komenda,region.lj.ljubljana,region.lj.log-dragomer,region.lj.logatec,region.lj.lukovica,region.lj.medvode,region.lj.mengeš,region.lj.moravče,region.lj.trzin,region.lj.velike_lašče,region.lj.vrhnika,region.lj.škofljica,region.lj.šmartno_pri_litiji,region.mb.benedikt,region.mb.cerkvenjak,region.mb.cirkulane,region.mb.destrnik,region.mb.dornava,region.mb.duplek,region.mb.gorišnica,region.mb.hajdina,region.mb.hoče-slivnica,region.mb.juršinci,region.mb.kidričevo,region.mb.lenart,region.mb.lovrenc_na_pohorju,region.mb.majšperk,region.mb.makole,region.mb.maribor,region.mb.markovci,region.mb.miklavž_na_dravskem_polju,region.mb.oplotnica,region.mb.ormož,region.mb.pesnica,region.mb.podlehnik,region.mb.poljčane,region.mb.ptuj,region.mb.rače-fram,region.mb.ruše,region.mb.selnica_ob_dravi,region.mb.slovenska_bistrica,region.mb.starše,region.mb.sveti_jurij_v_slovenskih_goricah,region.mb.sveti_tomaž,region.mb.videm,region.mb.šentilj,region.mb.žetale,region.ms.apače,region.ms.beltinci,region.ms.gornja_radgona,region.ms.gornji_petrovci,region.ms.kuzma,region.ms.lendava,region.ms.ljutomer,region.ms.moravske_toplice,region.ms.murska_sobota,region.ms.puconci,region.ms.radenci,region.ms.razkrižje,region.ms.rogašovci,region.ms.sveti_jurij_ob_ščavnici,region.ms.velika_polana,region.ng.brda,region.ng.cerkno,region.ng.idrija,region.ng.nova_gorica,region.ng.renče-vogrsko,region.ng.tolmin,region.ng.vipava,region.ng.šempeter-vrtojba,region.nm.dolenjske_toplice,region.nm.kočevje,region.nm.metlika,region.nm.mirna,region.nm.mirna_peč,region.nm.novo_mesto,region.nm.ribnica,region.nm.sodražica,region.nm.straža,region.nm.trebnje,region.nm.črnomelj,region.nm.šentjernej,region.nm.šentrupert,region.nm.škocjan,region.nm.šmarješke_toplice,region.nm.žužemberk,region.po.bloke,region.po.cerknica,region.po.ilirska_bistrica,region.po.postojna,region.sg.dravograd,region.sg.mežica,region.sg.muta,region.sg.podvelka,region.sg.prevalje,region.sg.radlje_ob_dravi,region.sg.ravne_na_koroškem,region.sg.ribnica_na_pohorju,region.sg.slovenj_gradec,region.sg.vuzenica,region.sg.črna_na_koroškem,region.za.hrastnik,region.za.litija,region.za.trbovlje,region.za.zagorje_ob_savi
2020-07-12,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,1,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,
2020-07-13,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,1,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,
2020-07-14,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,1,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,
2020-07-15,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,1,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,
2020-07-16,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,1,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,
2020-07-17,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,1,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,
2020-07-18,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,1,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,
2020-07-19,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,1,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,
2020-07-20,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,1,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,
2020-07-21,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,1,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,
2020-07-22,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,1,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,
2020-07-23,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,1,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,
2020-07-24,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,2,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,1,,
2020-07-25,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,2,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,1,,
2020-07-26,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,2,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,3,1,,
2020-07-27,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,2,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,3,1,,
2020-07-28,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,2,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,3,1,,
2020-07-29,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,2,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,3,1,,
2020-07-30,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,2,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,3,1,,
2020-07-31,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,2,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,3,1,,
2020-08-01,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,2,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,3,1,,
2020-08-02,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,2,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,3,1,,
2020-08-03,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,3,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,3,1,,
2020-08-04,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,3,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,3,1,,
2020-08-05,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,3,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,3,1,,
2020-08-06,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,3,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,4,1,,
2020-08-07,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,3,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,5,1,,
2020-08-08,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,3,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,5,1,,
2020-08-09,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,3,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,5,1,,
2020-08-10,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,3,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,5,1,,
2020-08-11,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,4,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,7,1,,
2020-08-12,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,4,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,8,1,,
2020-08-13,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,4,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,8,1,,
2020-08-14,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,4,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,8,1,,
2020-08-15,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,4,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,8,1,,
2020-08-16,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,4,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,8,1,,
2020-08-17,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,4,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,8,1,,
2020-08-18,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,8,1,,
2020-08-19,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,8,1,,
2020-08-20,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,10,1,,
2020-08-21,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,10,1,,
2020-08-22,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,10,1,,
2020-08-23,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,11,1,,
2020-08-24,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,11,1,,
2020-08-25,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,11,1,,
2020-08-26,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,11,1,,
2020-08-27,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,11,1,,
2020-08-28,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,11,1,,
2020-08-29,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,11,1,,
2020-08-30,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,11,1,,
2020-08-31,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,11,1,,
2020-09-01,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,11,1,,
2020-09-02,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,12,1,,
2020-09-03,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,12,1,,
2020-09-04,,,,,,,,,,,,,,,,,,,1,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,12,1,,
2020-09-05,,,,,,,,,,,,,,,,,,,1,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,12,1,,
2020-09-06,,,,,,,,,,,,,,,,,,,1,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,12,1,,
2020-09-07,,,,,,,,,,,,,,,,,,,1,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,12,1,,
2020-09-08,,,,,,,,,1,,,,,,,,,,1,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,12,1,,
2020-09-09,,,,,,,,,1,,,,,,,,,,1,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,12,1,,
2020-09-10,,,,,,,,,1,,,,,,,,,,1,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,12,1,,
2020-09-11,,,,,,,,,1,,,,,,,,,,1,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,12,1,,
2020-09-12,,,,,,,,,1,,,,,,,,,,1,38,,,,,,,,,,,,1,,,,,,2,1,,1,,,,1,,,1,,3,,,,2,,6,,,,11,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,21,,,,,,,,,,,,,,,5,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,12,1,,
