date,region.ce.celje.cases.confirmed.todate,region.ce.celje.deceased.todate,region.ce.dobje.cases.confirmed.todate,region.ce.dobrna.cases.confirmed.todate,region.ce.kozje.cases.confirmed.todate,region.ce.laško.cases.confirmed.todate,region.ce.ljubno.cases.confirmed.todate,region.ce.mozirje.cases.confirmed.todate,region.ce.nazarje.cases.confirmed.todate,region.ce.podčetrtek.cases.confirmed.todate,region.ce.prebold.cases.confirmed.todate,region.ce.rogatec.cases.confirmed.todate,region.ce.rogaška_slatina.cases.confirmed.todate,region.ce.slovenske_konjice.cases.confirmed.todate,region.ce.tabor.cases.confirmed.todate,region.ce.velenje.cases.confirmed.todate,region.ce.vitanje.cases.confirmed.todate,region.ce.vojnik.cases.confirmed.todate,region.ce.zreče.cases.confirmed.todate,region.ce.šentjur.cases.confirmed.todate,region.ce.šmarje_pri_jelšah.cases.confirmed.todate,region.ce.šmarje_pri_jelšah.deceased.todate,region.ce.šoštanj.cases.confirmed.todate,region.ce.štore.cases.confirmed.todate,region.ce.žalec.cases.confirmed.todate,region.kk.bistrica_ob_sotli.cases.confirmed.todate,region.kk.brežice.cases.confirmed.todate,region.kk.radeče.cases.confirmed.todate,region.kk.sevnica.cases.confirmed.todate,region.kp.hrpelje-kozina.cases.confirmed.todate,region.kp.izola.cases.confirmed.todate,region.kp.koper.cases.confirmed.todate,region.kp.piran.cases.confirmed.todate,region.kp.piran.deceased.todate,region.kp.sežana.cases.confirmed.todate,region.kr.bled.cases.confirmed.todate,region.kr.cerklje_na_gorenjskem.cases.confirmed.todate,region.kr.gorje.cases.confirmed.todate,region.kr.jesenice.cases.confirmed.todate,region.kr.jesenice.deceased.todate,region.kr.kranj.cases.confirmed.todate,region.kr.kranj.deceased.todate,region.kr.kranjska_gora.cases.confirmed.todate,region.kr.naklo.cases.confirmed.todate,region.kr.naklo.deceased.todate,region.kr.preddvor.cases.confirmed.todate,region.kr.radovljica.cases.confirmed.todate,region.kr.tržič.cases.confirmed.todate,region.kr.šenčur.cases.confirmed.todate,region.kr.škofja_loka.cases.confirmed.todate,region.kr.železniki.cases.confirmed.todate,region.kr.žirovnica.cases.confirmed.todate,region.kr.žirovnica.deceased.todate,region.lj.brezovica.cases.confirmed.todate,region.lj.brezovica.deceased.todate,region.lj.dobrepolje.cases.confirmed.todate,region.lj.dobrova-polhov_gradec.cases.confirmed.todate,region.lj.dol_pri_ljubljani.cases.confirmed.todate,region.lj.domžale.cases.confirmed.todate,region.lj.domžale.deceased.todate,region.lj.grosuplje.cases.confirmed.todate,region.lj.horjul.cases.confirmed.todate,region.lj.horjul.deceased.todate,region.lj.ig.cases.confirmed.todate,region.lj.ivančna_gorica.cases.confirmed.todate,region.lj.kamnik.cases.confirmed.todate,region.lj.komenda.cases.confirmed.todate,region.lj.ljubljana.cases.confirmed.todate,region.lj.ljubljana.deceased.todate,region.lj.log-dragomer.cases.confirmed.todate,region.lj.logatec.cases.confirmed.todate,region.lj.lukovica.cases.confirmed.todate,region.lj.medvode.cases.confirmed.todate,region.lj.mengeš.cases.confirmed.todate,region.lj.moravče.cases.confirmed.todate,region.lj.trzin.cases.confirmed.todate,region.lj.velike_lašče.cases.confirmed.todate,region.lj.vodice.cases.confirmed.todate,region.lj.vrhnika.cases.confirmed.todate,region.lj.škofljica.cases.confirmed.todate,region.lj.škofljica.deceased.todate,region.lj.šmartno_pri_litiji.cases.confirmed.todate,region.mb.benedikt.cases.confirmed.todate,region.mb.cerkvenjak.cases.confirmed.todate,region.mb.destrnik.cases.confirmed.todate,region.mb.duplek.cases.confirmed.todate,region.mb.hajdina.cases.confirmed.todate,region.mb.hoče-slivnica.cases.confirmed.todate,region.mb.kidričevo.cases.confirmed.todate,region.mb.kungota.cases.confirmed.todate,region.mb.lenart.cases.confirmed.todate,region.mb.lovrenc_na_pohorju.cases.confirmed.todate,region.mb.majšperk.cases.confirmed.todate,region.mb.maribor.cases.confirmed.todate,region.mb.maribor.deceased.todate,region.mb.markovci.cases.confirmed.todate,region.mb.miklavž_na_dravskem_polju.cases.confirmed.todate,region.mb.oplotnica.cases.confirmed.todate,region.mb.ormož.cases.confirmed.todate,region.mb.pesnica.cases.confirmed.todate,region.mb.ptuj.cases.confirmed.todate,region.mb.rače-fram.cases.confirmed.todate,region.mb.ruše.cases.confirmed.todate,region.mb.selnica_ob_dravi.cases.confirmed.todate,region.mb.slovenska_bistrica.cases.confirmed.todate,region.mb.starše.cases.confirmed.todate,region.mb.sveta_ana.cases.confirmed.todate,region.mb.šentilj.cases.confirmed.todate,region.mb.šentilj.deceased.todate,region.mb.žetale.cases.confirmed.todate,region.ms.beltinci.cases.confirmed.todate,region.ms.cankova.cases.confirmed.todate,region.ms.dobrovnik.cases.confirmed.todate,region.ms.gornja_radgona.cases.confirmed.todate,region.ms.kobilje.cases.confirmed.todate,region.ms.križevci.cases.confirmed.todate,region.ms.kuzma.cases.confirmed.todate,region.ms.lendava.cases.confirmed.todate,region.ms.ljutomer.cases.confirmed.todate,region.ms.ljutomer.deceased.todate,region.ms.murska_sobota.cases.confirmed.todate,region.ms.odranci.cases.confirmed.todate,region.ms.puconci.cases.confirmed.todate,region.ms.razkrižje.cases.confirmed.todate,region.ms.sveti_jurij_ob_ščavnici.cases.confirmed.todate,region.ms.tišina.cases.confirmed.todate,region.ms.turnišče.cases.confirmed.todate,region.ms.veržej.cases.confirmed.todate,region.ms.črenšovci.cases.confirmed.todate,region.ms.šalovci.cases.confirmed.todate,region.ng.ajdovščina.cases.confirmed.todate,region.ng.bovec.cases.confirmed.todate,region.ng.cerkno.cases.confirmed.todate,region.ng.idrija.cases.confirmed.todate,region.ng.nova_gorica.cases.confirmed.todate,region.ng.tolmin.cases.confirmed.todate,region.ng.šempeter-vrtojba.cases.confirmed.todate,region.nm.dolenjske_toplice.cases.confirmed.todate,region.nm.kočevje.cases.confirmed.todate,region.nm.metlika.cases.confirmed.todate,region.nm.metlika.deceased.todate,region.nm.mirna.cases.confirmed.todate,region.nm.mokronog-trebelno.cases.confirmed.todate,region.nm.novo_mesto.cases.confirmed.todate,region.nm.ribnica.cases.confirmed.todate,region.nm.semič.cases.confirmed.todate,region.nm.trebnje.cases.confirmed.todate,region.nm.trebnje.deceased.todate,region.nm.črnomelj.cases.confirmed.todate,region.nm.šentrupert.cases.confirmed.todate,region.nm.šmarješke_toplice.cases.confirmed.todate,region.nm.žužemberk.cases.confirmed.todate,region.po.cerknica.cases.confirmed.todate,region.po.ilirska_bistrica.cases.confirmed.todate,region.po.loška_dolina.cases.confirmed.todate,region.po.pivka.cases.confirmed.todate,region.po.postojna.cases.confirmed.todate,region.sg.dravograd.cases.confirmed.todate,region.sg.mežica.cases.confirmed.todate,region.sg.podvelka.cases.confirmed.todate,region.sg.prevalje.cases.confirmed.todate,region.sg.radlje_ob_dravi.cases.confirmed.todate,region.sg.ravne_na_koroškem.cases.confirmed.todate,region.sg.ribnica_na_pohorju.cases.confirmed.todate,region.sg.ribnica_na_pohorju.deceased.todate,region.sg.slovenj_gradec.cases.confirmed.todate,region.sg.črna_na_koroškem.cases.confirmed.todate,region.t.tujina.cases.confirmed.todate,region.za.hrastnik.cases.confirmed.todate,region.za.litija.cases.confirmed.todate,region.za.litija.deceased.todate,region.za.trbovlje.cases.confirmed.todate,region.za.zagorje_ob_savi.cases.confirmed.todate
2020-05-29,18,,1,2,1,3,4,6,1,3,1,8,44,2,2,6,1,1,3,14,174,38,1,4,7,4,3,2,5,1,4,13,4,1,2,2,2,2,8,1,25,1,3,3,1,3,8,5,4,11,1,9,1,10,3,1,7,1,26,2,3,28,6,6,5,19,4,258,11,2,3,4,7,8,2,1,9,7,5,3,1,2,1,1,1,2,2,1,1,1,9,5,1,35,2,1,3,6,6,2,2,1,6,1,14,1,8,11,,3,3,1,1,1,3,2,1,13,135,20,8,1,5,1,1,1,2,7,1,1,3,1,2,6,5,5,1,1,4,75,17,1,1,13,8,8,18,1,10,8,4,2,4,5,1,8,13,7,1,1,5,1,9,2,1,22,4,14,6,18,1,4,7
2020-05-30,18,,1,2,1,3,4,6,1,3,1,8,44,2,2,6,1,1,3,14,174,38,1,4,7,4,3,2,5,1,4,13,4,1,2,2,2,2,8,1,25,1,3,3,1,3,8,5,4,11,1,9,1,10,3,1,7,1,26,2,3,28,6,6,5,19,4,258,11,2,3,4,7,8,2,1,9,7,5,3,1,2,1,1,1,2,2,1,1,1,9,5,1,35,2,1,3,6,6,2,2,1,6,1,14,1,8,11,,3,3,1,1,1,3,2,1,13,135,20,8,1,5,1,1,1,2,7,1,1,3,1,2,6,5,5,1,1,4,75,17,1,1,13,8,8,18,1,10,8,4,2,4,5,1,8,13,7,1,1,5,1,9,2,1,22,4,14,6,18,1,4,7
2020-05-31,18,,1,2,1,3,4,6,1,3,1,8,44,2,2,6,1,1,3,14,174,38,1,4,7,4,3,2,5,1,4,13,4,1,2,2,2,2,8,1,25,1,3,3,1,3,8,5,4,11,1,9,1,10,3,1,7,1,26,2,3,28,6,6,5,19,4,258,11,2,3,4,7,8,2,1,9,7,5,3,1,2,1,1,1,2,2,1,1,1,9,5,1,35,2,1,3,6,6,2,2,1,6,1,14,1,8,11,,3,3,1,1,1,3,2,1,13,135,20,8,1,5,1,1,1,2,7,1,1,3,1,2,6,5,5,1,1,4,75,17,1,1,13,8,8,18,1,10,8,4,2,4,5,1,8,13,7,1,1,5,1,9,2,1,22,4,14,6,18,1,4,7
2020-06-01,18,,1,2,1,3,4,6,1,3,1,8,44,2,2,6,1,1,3,14,174,38,1,4,7,4,3,2,5,1,4,13,4,1,2,2,2,2,8,1,25,1,3,3,1,3,8,5,4,11,1,9,1,10,3,1,7,1,26,2,3,28,6,6,5,19,4,258,11,2,3,4,7,9,2,1,9,7,5,3,1,2,1,1,1,2,2,1,1,1,9,5,1,36,2,1,3,6,6,2,2,1,6,1,14,1,8,11,,3,3,1,1,1,3,2,1,13,135,20,8,1,5,1,1,1,2,7,1,1,3,1,2,6,5,5,1,1,4,75,17,1,1,13,8,8,18,1,10,8,4,2,4,5,1,8,13,7,1,1,5,1,9,2,1,22,4,14,6,18,1,4,7
2020-06-02,18,,1,2,1,3,4,6,1,3,1,8,44,2,2,6,1,1,3,14,174,38,1,4,7,4,3,2,5,1,4,13,4,1,2,2,2,2,8,1,25,1,3,3,1,3,8,5,4,11,1,9,1,10,3,1,7,1,26,2,3,28,6,6,5,19,4,258,11,2,3,4,7,9,2,1,9,7,5,3,1,2,1,1,1,2,2,1,1,1,9,5,1,38,2,1,3,6,6,2,2,1,6,1,14,1,8,11,,3,3,1,1,1,3,2,1,13,135,20,8,1,5,1,1,1,2,7,1,1,3,1,2,6,5,5,1,1,4,75,17,1,1,13,8,8,18,1,10,8,4,2,4,5,1,8,13,7,1,1,5,1,9,2,1,22,4,14,6,18,1,4,7
2020-06-03,18,,1,2,1,3,4,6,1,3,1,8,44,2,2,6,1,1,3,14,174,38,1,4,7,4,3,2,5,1,4,13,4,1,2,2,2,2,8,1,25,1,3,3,1,3,8,5,4,11,1,9,1,10,3,1,7,1,26,2,3,28,6,6,5,19,4,258,11,2,3,4,7,9,2,1,9,7,5,3,1,2,1,1,1,2,2,1,1,1,9,5,1,38,2,1,3,6,6,2,2,1,6,1,14,1,8,11,,3,3,1,1,1,3,2,1,13,135,20,8,1,5,1,1,1,2,7,1,1,3,1,2,6,5,5,1,1,4,75,17,1,1,13,8,8,18,1,10,8,4,2,4,5,1,8,13,7,1,1,5,1,9,2,1,22,4,14,6,18,1,4,7
2020-06-04,18,,1,2,1,3,4,6,1,3,1,8,44,2,2,6,1,1,3,14,174,38,1,4,7,4,3,2,5,1,4,13,4,1,2,2,2,2,9,1,25,1,3,3,1,3,8,5,4,11,1,9,1,10,3,1,7,1,26,2,3,28,6,6,5,19,4,259,11,2,3,4,7,9,2,1,9,7,5,3,1,2,1,1,1,2,2,1,1,1,9,5,1,38,2,1,3,6,6,2,2,1,6,1,14,1,8,11,,3,3,1,1,1,3,2,1,13,135,20,8,1,5,1,1,1,2,7,1,1,3,1,2,6,5,5,1,1,4,75,17,1,1,13,8,8,18,1,10,8,4,2,4,5,1,8,13,7,1,1,5,1,9,2,1,22,4,14,6,18,1,4,7
2020-06-05,18,,1,2,1,3,4,6,1,3,1,8,44,2,2,6,1,1,3,14,174,38,1,4,7,4,3,2,5,1,4,13,4,1,2,2,2,2,13,1,25,1,3,3,1,3,8,5,4,11,1,9,1,10,3,1,7,1,26,2,3,28,6,6,5,19,4,260,11,2,3,4,7,9,2,1,9,7,5,3,1,2,1,1,1,2,2,1,1,1,9,5,1,38,2,1,3,6,6,2,2,1,6,1,14,1,8,11,,3,3,1,1,1,3,2,1,13,135,20,8,1,5,1,1,1,2,7,1,1,3,1,2,6,5,5,1,1,4,75,17,1,1,13,8,8,18,1,10,8,4,2,4,5,1,8,13,7,1,1,5,1,9,2,1,22,4,14,6,18,1,4,7
2020-06-06,18,,1,2,1,3,4,6,1,3,1,8,44,2,2,6,1,1,3,14,174,38,1,4,7,4,3,2,5,1,4,13,4,1,2,2,2,2,14,1,25,1,3,3,1,3,8,5,4,11,1,9,1,10,3,1,7,1,26,2,3,28,6,6,5,19,4,260,11,2,3,4,7,9,2,1,9,7,5,3,1,2,1,1,1,2,2,1,1,1,9,5,1,38,2,1,3,6,6,2,2,1,6,1,14,1,8,11,,3,3,1,1,1,3,2,1,13,135,20,8,1,5,1,1,1,2,7,1,1,3,1,2,6,5,5,1,1,4,75,17,1,1,13,8,8,18,1,10,8,4,2,4,5,1,8,13,7,1,1,5,1,9,2,1,22,4,14,6,18,1,4,7
2020-06-07,18,,1,2,1,3,4,6,1,3,1,8,44,2,2,6,1,1,3,14,174,38,1,4,7,4,3,2,5,1,4,13,4,1,2,2,2,2,14,1,25,1,3,3,1,3,8,5,4,11,1,9,1,10,3,1,7,1,26,2,3,28,6,6,5,19,4,260,11,2,3,4,7,9,2,1,9,7,5,3,1,2,1,1,1,2,2,1,1,1,9,5,1,38,2,1,3,6,6,2,2,1,6,1,14,1,8,11,,3,3,1,1,1,3,2,1,13,135,20,8,1,5,1,1,1,2,7,1,1,3,1,2,6,5,5,1,1,4,75,17,1,1,13,8,8,18,1,10,8,4,2,4,5,1,8,13,7,1,1,5,1,9,2,1,22,4,14,6,18,1,4,7
2020-06-08,18,,1,2,1,3,4,6,1,3,1,8,44,2,2,6,1,1,3,14,174,38,1,4,7,4,3,2,5,1,4,13,4,1,2,2,2,2,15,1,25,1,3,3,1,3,8,5,4,11,1,9,1,10,3,1,7,1,26,2,3,28,6,6,5,19,4,260,11,2,3,4,7,9,2,1,9,7,5,3,1,2,1,1,1,2,2,1,1,1,9,5,1,38,2,1,3,6,6,2,2,1,6,1,14,1,8,11,,3,3,1,1,1,3,2,1,13,135,20,8,1,5,1,1,1,2,7,1,1,3,1,2,6,5,5,1,1,4,75,17,1,1,13,8,8,18,1,10,8,4,2,4,5,1,8,13,7,1,1,5,1,9,2,1,22,4,14,6,18,1,4,7
2020-06-09,18,,1,2,1,3,4,6,1,3,1,8,44,2,2,6,1,1,3,14,174,38,1,4,7,4,3,2,5,1,4,13,4,1,2,2,2,2,16,1,25,1,3,3,1,3,8,5,4,11,1,9,1,10,3,1,7,1,26,2,3,28,6,6,5,19,4,261,11,2,3,4,7,9,2,1,9,7,5,3,1,2,1,1,1,2,2,1,1,1,9,5,1,38,2,1,3,6,6,2,2,1,6,1,14,1,8,11,1,3,3,1,1,1,3,2,1,13,135,20,8,1,5,1,1,1,2,7,1,1,3,1,2,6,5,5,1,1,4,75,17,1,1,13,8,8,18,1,10,8,4,2,4,5,1,8,13,7,1,1,5,1,9,2,1,22,4,14,6,18,1,4,7
